region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3000,7,11,19,48,32,71,51,119,745,1410,280,471,8471,15049,0,0,9496,16930,0,0,0,0,9,10,9,10,6,22,9569,17092,1527,0,11096,17092
POA3002,80,221,119,243,363,834,482,1077,168,273,739,1176,689,1158,3,0,1599,2607,0,0,0,0,7,12,7,12,0,0,2168,3917,370,0,2538,3917
POA3003,42,90,209,463,249,578,458,1041,227,456,212,473,408,832,0,0,847,1761,0,0,0,0,3,14,3,14,3,3,1353,2909,146,0,1499,2909
POA3004,6,15,0,0,0,0,0,0,92,153,329,613,3229,5982,0,0,3650,6748,0,0,0,0,0,3,0,3,0,0,3656,6766,797,0,4453,6766
POA3005,0,0,0,0,0,0,0,0,0,0,0,0,256,496,0,0,256,496,0,0,0,0,0,0,0,0,0,0,256,496,67,0,323,496
POA3006,0,0,0,0,128,271,128,271,13,20,272,567,4694,8938,3,3,4982,9528,0,0,0,0,0,3,0,3,0,3,5110,9805,1076,0,6186,9805
POA3008,0,0,9,22,37,93,46,115,15,34,0,4,2191,4037,0,0,2206,4075,10,13,0,0,0,0,10,13,0,0,2262,4203,619,0,2881,4203
POA3010,9,30,0,0,0,8,0,8,0,0,10,20,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,19,58,3,0,22,58
POA3011,3760,9500,360,725,550,1306,910,2031,1116,2360,539,983,472,813,11,23,2138,4179,0,0,0,0,32,100,32,100,15,32,6855,15842,703,0,7558,15842
POA3012,5533,14818,615,1287,596,1510,1211,2797,1401,2626,214,371,212,427,10,20,1837,3444,29,42,0,0,21,67,50,109,6,12,8637,21180,942,0,9579,21180
POA3013,4161,10514,169,311,408,1001,577,1312,496,855,87,130,27,63,3,4,613,1052,0,0,0,0,28,64,28,64,8,13,5387,12955,483,0,5870,12955
POA3015,4173,10813,528,1072,820,2117,1348,3189,550,890,38,55,0,0,4,4,592,949,0,0,0,0,40,101,40,101,7,6,6160,15058,648,0,6808,15058
POA3016,3370,9531,576,1166,643,1629,1219,2795,588,924,106,181,154,262,4,8,852,1375,78,104,0,3,34,70,112,177,4,0,5557,13878,587,0,6144,13878
POA3018,3597,9034,308,471,219,507,527,978,711,1139,40,70,8,11,4,7,763,1227,0,0,0,3,16,21,16,24,0,0,4903,11263,471,0,5374,11263
POA3019,1645,5150,340,938,92,258,432,1196,534,1162,0,3,10,16,0,0,544,1181,4,14,0,0,14,24,18,38,0,6,2639,7571,193,0,2832,7571
POA3020,11326,32914,598,1506,242,627,840,2133,1231,2510,104,220,51,110,13,24,1399,2864,0,0,0,3,32,73,32,76,7,21,13604,38008,1037,0,14641,38008
POA3021,14448,42820,579,1388,195,572,774,1960,1292,3050,124,301,170,309,16,43,1602,3703,3,7,3,6,16,47,22,60,6,10,16852,48553,1109,0,17961,48553
POA3022,904,2325,18,41,3,14,21,55,39,98,0,0,0,0,6,8,45,106,35,34,0,0,0,3,35,37,0,0,1005,2523,75,0,1080,2523
POA3023,15368,48225,651,1624,605,1686,1256,3310,390,858,0,0,0,0,4,11,394,869,0,3,0,0,3,4,3,7,6,15,17027,52426,1003,0,18030,52426
POA3024,5770,16661,31,69,6,15,37,84,91,166,11,44,0,0,3,5,105,215,3,3,0,7,0,0,3,10,3,3,5918,16973,443,0,6361,16973
POA3025,3286,8793,217,454,187,508,404,962,289,489,28,57,0,0,0,4,317,550,0,0,0,0,6,23,6,23,0,0,4013,10328,305,0,4318,10328
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,59,3,0,3,5,53,64,0,0,53,64,0,0,53,64
POA3027,907,2639,19,49,84,251,103,300,21,39,0,0,0,0,0,0,21,39,0,0,0,0,0,0,0,0,0,0,1031,2978,139,0,1170,2978
POA3028,8826,24557,208,410,80,195,288,605,591,1132,7,14,0,0,0,0,598,1146,0,0,0,0,4,13,4,13,3,3,9719,26324,688,0,10407,26324
POA3029,19796,60007,967,2552,176,483,1143,3035,617,1233,11,25,38,84,4,5,670,1347,0,3,0,0,10,18,10,21,0,4,21619,64414,1614,0,23233,64414
POA3030,22734,67065,975,1964,679,1838,1654,3802,1244,2306,23,40,130,216,7,15,1404,2577,63,91,0,0,15,33,78,124,6,10,25876,73578,2069,0,27945,73578
POA3031,1905,4826,875,1777,1542,3614,2417,5391,402,661,954,1662,1577,3401,3,3,2936,5727,0,0,0,0,5,8,5,8,5,6,7268,15958,793,0,8061,15958
POA3032,4861,13652,582,1245,1162,2968,1744,4213,1154,2058,1199,2349,623,1144,11,20,2987,5571,0,0,0,0,28,61,28,61,7,17,9627,23514,829,0,10456,23514
POA3033,4219,11421,185,399,145,379,330,778,139,263,0,0,0,0,0,0,139,263,0,0,0,0,5,20,5,20,0,0,4693,12482,404,0,5097,12482
POA3034,3498,9373,140,313,83,196,223,509,256,554,8,22,0,0,3,3,267,579,0,0,0,0,9,17,9,17,0,0,3997,10478,278,0,4275,10478
POA3036,1809,5267,146,197,20,45,166,242,44,62,0,0,0,0,0,0,44,62,0,0,0,0,0,0,0,0,0,0,2019,5571,162,0,2181,5571
POA3037,11952,39867,633,1566,391,1068,1024,2634,984,2275,0,0,3,3,0,0,987,2278,0,0,0,0,3,4,3,4,3,8,13969,44791,801,0,14770,44791
POA3038,8188,26159,135,309,213,538,348,847,147,295,0,0,0,0,3,5,150,300,0,0,0,0,3,5,3,5,0,0,8689,27311,423,0,9112,27311
POA3039,3247,8946,355,716,349,831,704,1547,631,1074,429,631,231,380,0,0,1291,2085,0,0,0,0,23,45,23,45,3,17,5268,12640,450,0,5718,12640
POA3040,5585,16227,697,1314,458,1165,1155,2479,1683,2886,322,487,130,193,6,8,2141,3574,0,0,0,0,25,62,25,62,0,0,8906,22342,892,0,9798,22342
POA3041,3110,9043,209,416,122,302,331,718,407,711,67,98,21,33,0,0,495,842,0,0,0,0,10,23,10,23,3,14,3949,10640,297,0,4246,10640
POA3042,4474,11493,405,791,190,500,595,1291,551,1083,9,20,0,0,0,0,560,1103,0,0,0,0,7,13,7,13,0,0,5636,13900,448,0,6084,13900
POA3043,5416,14522,412,798,106,234,518,1032,509,884,0,0,0,0,3,7,512,891,3,7,3,0,10,22,16,29,9,32,6471,16506,465,0,6936,16506
POA3044,6563,17827,1012,1876,631,1465,1643,3341,813,1507,52,109,141,284,8,11,1014,1911,0,3,0,0,20,55,20,58,0,0,9240,23137,743,0,9983,23137
POA3045,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,3,0,25,54
POA3046,8319,22372,1276,2767,589,1409,1865,4176,796,1658,63,95,43,86,7,10,909,1849,0,0,0,3,18,38,18,41,9,16,11120,28454,929,0,12049,28454
POA3047,4929,15213,204,545,94,265,298,810,353,778,60,163,65,137,4,10,482,1088,0,0,0,0,0,0,0,0,9,21,5718,17132,488,0,6206,17132
POA3048,4325,14716,488,1575,80,278,568,1853,253,734,0,0,7,27,5,5,265,766,0,0,0,0,4,23,4,23,4,22,5166,17380,243,0,5409,17380
POA3049,2606,7720,100,188,190,393,290,581,18,29,0,0,0,0,0,0,18,29,66,86,0,0,6,7,72,93,0,0,2986,8423,168,0,3154,8423
POA3051,199,470,719,1624,1003,2510,1722,4134,417,833,882,1673,1414,2725,8,15,2721,5246,0,0,0,0,28,76,28,76,10,20,4680,9946,654,0,5334,9946
POA3052,157,513,132,310,390,1144,522,1454,198,371,261,454,391,737,0,0,850,1562,0,0,0,0,0,0,0,0,0,0,1529,3529,189,0,1718,3529
POA3053,182,447,427,847,711,1838,1138,2685,244,469,919,1590,3455,5882,0,3,4618,7944,0,0,0,0,21,45,21,45,13,29,5972,11150,730,0,6702,11150
POA3054,292,751,1789,3975,622,1619,2411,5594,171,298,531,962,67,89,0,4,769,1353,0,0,0,0,32,65,32,65,0,4,3504,7767,380,0,3884,7767
POA3055,2457,6634,627,1242,415,892,1042,2134,1840,3115,92,193,100,169,4,8,2036,3485,0,0,0,0,26,69,26,69,3,4,5564,12326,497,0,6061,12326
POA3056,4126,10690,1292,2682,738,1687,2030,4369,1690,3138,630,1088,738,1331,4,11,3062,5568,0,0,0,0,74,195,74,195,8,32,9300,20854,869,0,10169,20854
POA3057,1513,3782,415,887,571,1421,986,2308,684,1176,114,213,256,430,5,3,1059,1822,0,0,5,5,22,53,27,58,0,4,3585,7974,339,0,3924,7974
POA3058,8497,22990,852,1888,705,1815,1557,3703,986,1855,203,390,220,401,11,28,1420,2674,5,8,0,0,42,81,47,89,3,15,11524,29471,906,0,12430,29471
POA3059,3290,11456,35,96,39,112,74,208,19,52,0,0,0,0,0,0,19,52,0,0,0,0,0,0,0,0,0,0,3383,11716,149,0,3532,11716
POA3060,3817,10779,209,464,24,49,233,513,206,513,0,0,0,0,0,0,206,513,3,0,0,0,7,26,10,26,0,0,4266,11831,369,0,4635,11831
POA3061,1363,4599,42,124,65,154,107,278,51,78,0,0,0,0,0,0,51,78,135,161,0,0,7,20,142,181,3,5,1666,5141,89,0,1755,5141
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,196,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,632,27,0,223,632
POA3064,12919,43171,1454,4716,829,3082,2283,7798,172,379,0,0,0,0,0,6,172,385,0,0,0,0,4,12,4,12,10,20,15388,51386,937,0,16325,51386
POA3065,108,229,699,1489,766,1814,1465,3303,534,1038,532,914,1123,2530,3,3,2192,4485,0,0,0,0,45,93,45,93,3,7,3813,8117,424,0,4237,8117
POA3066,349,811,369,741,849,1809,1218,2550,242,421,264,406,628,1276,0,5,1134,2108,0,0,0,0,36,87,36,87,8,12,2745,5568,294,0,3039,5568
POA3067,529,1284,444,1021,284,687,728,1708,276,521,208,372,92,179,0,0,576,1072,0,0,0,0,11,28,11,28,3,0,1847,4092,172,0,2019,4092
POA3068,1893,4896,2236,4930,1264,3082,3500,8012,800,1380,675,1094,227,398,5,14,1707,2886,0,0,0,0,35,96,35,96,7,23,7142,15913,710,0,7852,15913
POA3070,5320,14388,1137,2519,578,1287,1715,3806,1292,2021,319,564,313,479,9,19,1933,3083,0,0,0,0,93,234,93,234,3,5,9064,21516,803,0,9867,21516
POA3071,4205,10928,396,848,176,437,572,1285,2130,3675,113,182,6,11,6,6,2255,3874,0,0,0,0,71,145,71,145,8,9,7111,16241,712,0,7823,16241
POA3072,7538,20465,951,2044,438,1047,1389,3091,1322,2504,341,591,299,622,4,8,1966,3725,3,4,3,0,76,194,82,198,8,7,10983,27486,812,0,11795,27486
POA3073,12970,34415,1902,3706,483,1136,2385,4842,2634,5039,7,15,62,135,17,56,2720,5245,5,7,0,0,46,120,51,127,9,10,18135,44639,1444,0,19579,44639
POA3074,6163,18038,139,330,75,191,214,521,433,960,0,0,0,0,5,14,438,974,0,0,3,4,4,10,7,14,0,0,6822,19547,445,0,7267,19547
POA3075,6180,17907,190,515,96,284,286,799,201,439,0,6,0,0,0,3,201,448,0,0,0,0,9,28,9,28,0,0,6676,19182,461,0,7137,19182
POA3076,6850,21058,508,1491,463,1351,971,2842,565,1145,37,76,4,10,0,4,606,1235,0,0,0,0,3,7,3,7,3,6,8433,25148,437,0,8870,25148
POA3078,2401,6777,261,543,196,435,457,978,1182,1856,55,85,0,0,7,5,1244,1946,0,0,3,0,17,48,20,48,4,14,4126,9763,314,0,4440,9763
POA3079,3660,10606,479,853,410,902,889,1755,866,1463,67,106,31,64,3,9,967,1642,0,0,0,0,9,15,9,15,3,5,5528,14023,496,0,6024,14023
POA3081,3604,9082,512,1089,262,723,774,1812,694,1405,7,17,25,50,46,92,772,1564,0,0,0,4,8,11,8,15,0,0,5158,12473,408,0,5566,12473
POA3082,9072,28062,116,279,181,501,297,780,236,477,11,22,9,22,5,5,261,526,0,0,0,0,0,10,0,10,0,3,9630,29381,407,0,10037,29381
POA3083,8462,23943,133,308,345,959,478,1267,424,828,205,372,16,13,7,6,652,1219,0,0,0,0,3,8,3,8,0,0,9595,26437,656,0,10251,26437
POA3084,6933,18996,496,956,363,820,859,1776,1044,1890,79,144,103,195,5,7,1231,2236,0,0,0,0,10,20,10,20,5,10,9038,23038,685,0,9723,23038
POA3085,4178,11187,348,608,121,265,469,873,138,273,76,102,9,17,3,4,226,396,3,0,0,0,6,15,9,15,0,3,4882,12474,370,0,5252,12474
POA3086,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA3087,3062,8055,102,180,45,124,147,304,148,257,4,5,9,11,0,0,161,273,0,0,0,0,4,3,4,3,0,0,3374,8635,223,0,3597,8635
POA3088,8411,23450,359,638,207,439,566,1077,339,576,0,0,21,36,16,21,376,633,0,0,0,0,8,15,8,15,0,0,9361,25175,579,0,9940,25175
POA3089,3453,10650,24,33,69,167,93,200,91,180,0,0,0,0,0,0,91,180,0,0,0,0,0,0,0,0,4,8,3641,11038,195,0,3836,11038
POA3090,603,2041,3,4,0,0,3,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,610,2049,28,0,638,2049
POA3091,447,1453,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,450,1462,43,0,493,1462
POA3093,987,2743,187,322,112,220,299,542,45,85,39,45,0,0,0,0,84,130,0,0,0,0,0,3,0,3,0,3,1370,3421,126,0,1496,3421
POA3094,2781,7364,385,669,68,147,453,816,126,216,0,0,0,0,4,16,130,232,0,0,0,0,8,15,8,15,0,0,3372,8427,228,0,3600,8427
POA3095,8437,25317,287,465,120,288,407,753,192,324,7,11,0,0,7,11,206,346,0,4,0,0,10,26,10,30,4,9,9064,26455,520,0,9584,26455
POA3096,564,1793,4,6,0,0,4,6,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,572,1802,32,0,604,1802
POA3097,389,1137,19,37,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1174,46,0,454,1174
POA3099,1571,4599,0,3,0,0,0,3,34,50,0,0,0,0,7,10,41,60,7,13,0,0,0,7,7,20,0,0,1619,4682,117,0,1736,4682
POA3101,5119,14952,614,1285,745,1710,1359,2995,1231,2250,464,823,226,403,16,18,1937,3494,0,3,0,0,47,85,47,88,8,12,8470,21541,909,0,9379,21541
POA3102,1463,4315,273,535,102,279,375,814,291,565,0,0,0,0,0,0,291,565,0,0,0,0,8,10,8,10,0,3,2137,5707,175,0,2312,5707
POA3103,3744,10887,914,1739,197,528,1111,2267,614,1125,55,55,0,0,3,9,672,1189,0,0,0,0,30,67,30,67,0,0,5557,14410,489,0,6046,14410
POA3104,5935,17343,364,823,250,685,614,1508,269,510,16,32,0,0,9,13,294,555,0,0,0,0,13,24,13,24,0,0,6856,19430,577,0,7433,19430
POA3105,3479,9357,79,156,149,375,228,531,255,526,35,65,25,60,4,12,319,663,0,0,4,0,0,6,4,6,0,0,4030,10557,299,0,4329,10557
POA3106,4582,14059,182,363,307,697,489,1060,189,303,15,22,104,196,3,9,311,530,0,0,0,0,0,3,0,3,0,0,5382,15652,425,0,5807,15652
POA3107,3896,10536,222,482,303,794,525,1276,155,311,9,20,43,98,0,7,207,436,0,0,0,0,5,12,5,12,3,3,4636,12263,359,0,4995,12263
POA3108,5097,13807,573,1007,595,1617,1168,2624,388,759,137,217,144,240,4,8,673,1224,0,0,0,0,4,11,4,11,0,0,6942,17666,683,0,7625,17666
POA3109,7329,21035,829,1673,619,1621,1448,3294,608,1386,39,75,25,46,4,7,676,1514,0,0,0,0,4,10,4,10,0,0,9457,25853,713,0,10170,25853
POA3111,3381,9815,325,549,227,559,552,1108,51,98,7,16,0,0,4,0,62,114,0,0,0,0,3,0,3,0,0,0,3998,11037,292,0,4290,11037
POA3113,2637,8048,20,30,0,10,20,40,3,9,0,0,0,0,3,10,6,19,14,18,0,0,0,9,14,27,0,0,2677,8134,176,0,2853,8134
POA3114,1085,3487,0,8,0,0,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1089,3495,66,0,1155,3495
POA3115,1157,3701,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,1160,3706,72,0,1232,3706
POA3116,3090,8533,4,11,36,73,40,84,13,26,0,0,0,0,0,4,13,30,0,0,0,0,0,5,0,5,0,0,3143,8652,218,0,3361,8652
POA3121,3221,7715,1682,3592,1692,3747,3374,7339,1156,1968,1474,2394,2070,4206,3,4,4703,8572,0,0,0,3,52,121,52,124,12,18,11362,23768,1260,0,12622,23768
POA3122,2894,8389,566,1198,530,1154,1096,2352,2004,3487,1905,3412,705,1091,16,19,4630,8009,0,0,0,0,47,111,47,111,7,13,8674,18874,1045,0,9719,18874
POA3123,2124,6242,541,1230,365,879,906,2109,978,1765,783,1363,292,475,3,0,2056,3603,0,0,0,0,24,53,24,53,8,15,5118,12022,512,0,5630,12022
POA3124,5016,14825,589,1230,244,607,833,1837,908,1684,39,81,49,61,3,3,999,1829,0,0,0,0,23,43,23,43,0,3,6871,18537,604,0,7475,18537
POA3125,3278,9385,508,900,273,723,781,1623,496,810,116,176,0,0,17,45,629,1031,0,0,0,0,4,5,4,5,3,5,4695,12049,407,0,5102,12049
POA3126,1842,5641,361,714,82,200,443,914,300,497,77,139,0,0,0,4,377,640,0,0,0,0,9,19,9,19,0,0,2671,7214,283,0,2954,7214
POA3127,4149,12754,1267,2431,287,711,1554,3142,588,987,28,47,63,112,4,3,683,1149,0,0,0,0,20,55,20,55,0,0,6406,17100,504,0,6910,17100
POA3128,3470,9901,985,1790,727,1755,1712,3545,760,1498,330,619,172,226,10,20,1272,2363,0,0,0,0,9,27,9,27,3,9,6466,15845,571,0,7037,15845
POA3129,4541,12287,836,1725,191,435,1027,2160,391,806,5,11,5,12,10,15,411,844,0,0,0,0,5,16,5,16,0,7,5984,15314,477,0,6461,15314
POA3130,8996,24805,805,1472,246,605,1051,2077,869,1506,15,27,54,114,11,18,949,1665,0,0,0,0,14,28,14,28,0,3,11010,28578,842,0,11852,28578
POA3131,5956,16007,939,1552,243,627,1182,2179,799,1550,4,15,19,28,5,8,827,1601,0,0,0,0,7,30,7,30,4,8,7976,19825,596,0,8572,19825
POA3132,4062,10840,869,1603,359,863,1228,2466,354,729,3,5,0,0,3,4,360,738,0,0,0,0,0,0,0,0,4,5,5654,14049,444,0,6098,14049
POA3133,6731,18979,142,252,162,440,304,692,391,642,0,0,12,22,3,14,406,678,0,0,3,3,0,0,3,3,0,7,7444,20359,494,0,7938,20359
POA3134,8791,24910,1682,2923,209,477,1891,3400,360,704,115,200,68,123,10,27,553,1054,3,3,0,0,14,32,17,35,5,11,11257,29410,781,0,12038,29410
POA3135,5552,14847,1185,2087,100,224,1285,2311,294,552,13,18,0,4,12,28,319,602,0,0,0,0,13,38,13,38,5,8,7174,17806,574,0,7748,17806
POA3136,11799,32429,2631,4621,279,648,2910,5269,442,746,95,165,0,0,4,18,541,929,0,0,0,0,8,22,8,22,0,0,15258,38649,1003,0,16261,38649
POA3137,3893,10773,141,235,46,120,187,355,656,1141,0,0,0,0,3,0,659,1141,3,5,0,4,3,6,6,15,3,7,4748,12291,331,0,5079,12291
POA3138,6799,19264,64,119,25,68,89,187,188,335,0,0,0,0,7,11,195,346,0,0,0,0,10,19,10,19,3,3,7096,19819,424,0,7520,19819
POA3139,4307,12073,217,613,12,32,229,645,38,70,0,0,0,0,3,4,41,74,11,22,0,0,0,4,11,26,3,3,4591,12821,401,0,4992,12821
POA3140,4601,13248,480,762,71,150,551,912,354,585,0,0,18,30,3,5,375,620,55,63,0,4,5,9,60,76,3,5,5590,14861,340,0,5930,14861
POA3141,1355,3261,528,1062,857,1874,1385,2936,870,1455,3024,4881,2443,4193,3,5,6340,10534,0,0,0,0,27,37,27,37,7,9,9114,16777,1467,0,10581,16777
POA3142,1904,5200,218,427,653,1417,871,1844,1164,2002,1102,1840,438,689,4,10,2708,4541,0,0,0,0,3,4,3,4,0,4,5486,11593,951,0,6437,11593
POA3143,1288,3516,380,759,556,1047,936,1806,444,741,1108,1824,9,19,3,8,1564,2592,0,0,0,0,17,50,17,50,8,9,3813,7973,437,0,4250,7973
POA3144,2103,6286,379,782,227,548,606,1330,604,1147,343,566,185,280,0,0,1132,1993,0,0,0,0,36,65,36,65,3,6,3880,9680,357,0,4237,9680
POA3145,4793,14035,877,1925,395,903,1272,2828,1183,2124,315,580,113,151,33,47,1644,2902,0,0,0,0,52,114,52,114,3,4,7764,19883,682,0,8446,19883
POA3146,5418,16493,792,1571,425,968,1217,2539,1825,3273,319,601,263,425,9,14,2416,4313,0,0,0,0,10,30,10,30,0,0,9061,23375,783,0,9844,23375
POA3147,3920,10906,415,798,135,356,550,1154,308,590,0,0,0,0,60,112,368,702,0,0,0,0,24,56,24,56,0,0,4862,12818,352,0,5214,12818
POA3148,2050,5537,398,893,264,646,662,1539,146,284,3,3,16,34,3,3,168,324,0,0,0,0,3,3,3,3,0,5,2883,7408,227,0,3110,7408
POA3149,9346,25528,901,1861,487,1339,1388,3200,872,1813,25,60,42,76,9,17,948,1966,0,0,0,3,14,32,14,35,7,14,11703,30743,848,0,12551,30743
POA3150,17040,48586,1143,2439,690,1993,1833,4432,934,1889,45,104,74,144,6,18,1059,2155,0,0,0,0,10,37,10,37,5,19,19947,55229,1412,0,21359,55229
POA3151,3300,9049,218,436,66,165,284,601,27,52,31,40,0,0,3,6,61,98,0,0,0,0,4,8,4,8,0,3,3649,9759,240,0,3889,9759
POA3152,9251,27527,649,957,322,719,971,1676,258,386,0,0,10,12,7,14,275,412,143,184,0,0,7,30,150,214,3,3,10650,29832,636,0,11286,29832
POA3153,5371,14690,1181,2088,107,260,1288,2348,779,1368,33,64,27,58,9,13,848,1503,8,13,0,0,10,13,18,26,3,3,7528,18570,474,0,8002,18570
POA3154,1396,3887,10,19,13,28,23,47,33,55,0,0,0,0,10,10,43,65,0,0,0,0,0,4,0,4,0,3,1462,4006,88,0,1550,4006
POA3155,6266,16162,1172,2121,194,444,1366,2565,274,518,44,102,179,304,8,16,505,940,0,0,0,0,3,8,3,8,0,0,8140,19675,544,0,8684,19675
